review_id,aspect,sentiment_label,sentiment_score
554,end,positive,0.54849875
554,15k,positive,0.5445383
554,scanner,positive,0.6094223
554,space,positive,0.5414007
554,pit,positive,0.53534687
554,area,positive,0.49092188
554,toilet,positive,0.56159854
554,wifi,positive,0.59848887
554,pillow,positive,0.5560299
554,experience,positive,0.59176
554,sink,positive,0.52856725
554,reply,positive,0.6992262
554,deposit,positive,0.5586074
555,app,negative,0.99653506
555,strength,negative,0.99185693
556,room,negative,0.99350387
557,air,positive,0.9720981
557,minus,positive,0.6771916
557,forest,positive,0.831195
557,rest,positive,0.9685882
557,concept,positive,0.94556904
557,view,positive,0.9688645
557,location,positive,0.9898948
557,restaurant,neutral,0.46431175
557,capacity,negative,0.86279756
557,light,positive,0.93475413
557,heater,positive,0.84199953
558,window,negative,0.8644582
558,mode,negative,0.85112137
558,guy,negative,0.9482954
558,place,negative,0.50891167
562,park,positive,0.51086223
562,lobby,neutral,0.54153824
562,wifi,neutral,0.7965852
562,staff,positive,0.5014445
562,time,positive,0.6288921
562,orang,positive,0.5400288
562,pm,neutral,0.77354366
563,bathroom,positive,0.4389435
563,telkomsel,negative,0.60938483
563,person,positive,0.5202426
563,spice,positive,0.5183211
563,con,negative,0.61702174
563,area,negative,0.46535757
563,capacity,negative,0.53412825
563,wifi,positive,0.85559905
563,room,positive,0.8612071
563,water,positive,0.4942844
563,amenity,positive,0.8908677
563,meatchicken,positive,0.5494351
563,place,positive,0.72608435
565,resort,negative,0.83009326
565,way,positive,0.7937993
566,atmosphere,positive,0.91052365
566,forest,positive,0.62881327
566,cabin,positive,0.5727345
566,window,positive,0.65956193
566,experience,positive,0.78578204
567,reason,negative,0.91370445
567,cabin,negative,0.9127995
567,view,negative,0.8621055
567,provider,negative,0.925083
567,toilet,negative,0.92104906
567,window,negative,0.90572864
567,water,negative,0.92292184
567,facility,negative,0.93003976
567,heater,negative,0.93144196
567,bluetooth,negative,0.9298411
568,people,positive,0.7356108
568,location,positive,0.9171574
568,network,negative,0.52811134
568,water,positive,0.527821
568,access,positive,0.85711914
568,shop,positive,0.7805972
569,perahu,positive,0.7677029
569,forest,positive,0.9145433
569,access,positive,0.9896903
570,bathroom,positive,0.9151645
570,forest,positive,0.91113335
570,barcode,positive,0.91169196
570,speaker,positive,0.91145885
570,water,positive,0.9005882
570,place,positive,0.9156842
570,price,positive,0.87594295
570,location,positive,0.91459924
570,window,positive,0.91602904
570,light,positive,0.9203937
570,road,positive,0.8867516
570,privacy,positive,0.9162241
570,weather,positive,0.9117745
570,room,positive,0.91814864
570,clothes,positive,0.91739726
570,one,positive,0.9144942
570,stay,positive,0.9373417
570,space,positive,0.9204215
570,alley,positive,0.92134434
570,area,positive,0.92164516
570,color,positive,0.9135684
570,ambience,positive,0.9335254
572,vacation,positive,0.39798218
572,cabin,negative,0.3995777
572,schedule,negative,0.41155288
572,section,negative,0.40595692
572,side,negative,0.42174643
572,door,negative,0.39622825
572,lot,negative,0.40561178
572,entrance,negative,0.4013098
572,curtain,negative,0.42290273
572,number,negative,0.39727756
572,road,negative,0.5190159
572,map,negative,0.4303731
572,food,positive,0.4110249
573,job,positive,0.9889949
573,place,positive,0.99613935
573,staff,positive,0.5802174
573,lack,negative,0.97605103
574,blanket,negative,0.96397847
575,place,positive,0.9978933
576,atmosphere,positive,0.6686622
577,option,positive,0.9532355
577,view,positive,0.99576974
577,area,positive,0.9560892
578,forest,positive,0.9569431
578,person,negative,0.5916331
578,stair,negative,0.73453164
579,visitor,negative,0.6639168
579,behavior,negative,0.71168005
579,experience,positive,0.89864147
580,lock,positive,0.7930525
580,visitor,positive,0.85803795
580,cat,positive,0.9337655
580,noodle,positive,0.91529197
580,tent,positive,0.8038847
580,kettle,positive,0.8856272
580,distance,positive,0.91211355
580,area,positive,0.884236
580,break,positive,0.9444169
580,family,positive,0.85038865
580,time,positive,0.9010359
580,experience,positive,0.937736
580,place,positive,0.9328403
580,one,positive,0.8982209
580,feel,positive,0.95614475
581,location,positive,0.99717486
582,air,positive,0.99649554
582,forest,positive,0.9978344
584,room,positive,0.9980179
584,place,positive,0.9982058
584,friend,positive,0.99636996
585,location,positive,0.99830496
586,service,positive,0.99846244
587,forest,neutral,0.60054284
587,perahu,positive,0.71280724
587,place,positive,0.9966877
589,air,positive,0.9623506
589,wifi,negative,0.6183365
589,parking,negative,0.94737715
589,room,positive,0.7129092
589,water,neutral,0.42259103
589,name,neutral,0.93106574
589,wkwk,positive,0.5265411
589,service,negative,0.8831224
591,term,positive,0.75818664
592,music,neutral,0.49794084
592,exercise,neutral,0.6769567
592,money,negative,0.7945189
592,luck,negative,0.9572212
592,time,negative,0.7309934
592,place,negative,0.49009225
593,service,positive,0.9982862
595,weather,neutral,0.50301564
595,atmosphere,positive,0.85632527
596,energen,neutral,0.85226524
596,clothes,positive,0.49246034
596,problem,neutral,0.57087255
596,stove,neutral,0.8905076
596,app,negative,0.6772967
596,disadvantage,neutral,0.4869435
596,pay,neutral,0.85305375
596,service,positive,0.98655915
598,towel,negative,0.6108975
598,view,neutral,0.7195309
598,staff,positive,0.9098387
598,cockroach,negative,0.99094087
598,ambiance,positive,0.9939465
598,hygiene,negative,0.99234045
599,place,positive,0.9958009
600,star,positive,0.7220423
600,cabin,positive,0.5627857
600,view,positive,0.97560704
600,suggestion,positive,0.6134898
600,price,negative,0.98343927
601,staycation,positive,0.99731606
601,bathroom,neutral,0.7783716
601,atmosphere,positive,0.99040645
601,heater,positive,0.67204523
602,price,negative,0.8395157
602,food,negative,0.9778259
602,experience,positive,0.52983314
603,cost,negative,0.8751339
603,atmosphere,positive,0.9408582
603,resident,negative,0.7552851
603,hotel,negative,0.70801187
603,area,negative,0.759728
603,room,positive,0.649932
605,view,positive,0.987356
605,facility,negative,0.95973796
606,waterfall,neutral,0.5343924
606,speaker,negative,0.61683154
606,ingredient,negative,0.64258873
606,tourist,negative,0.5144453
606,kitchen,negative,0.6523064
606,water,negative,0.61976254
606,info,negative,0.63822806
606,evening,negative,0.6265223
606,fire,negative,0.5935034
606,price,negative,0.68398964
606,cabin,negative,0.6420819
606,congklak,negative,0.58316594
606,light,negative,0.6212034
606,officer,negative,0.6092389
606,road,negative,0.6496464
606,suitcase,negative,0.6088521
606,view,negative,0.5786594
606,day,negative,0.6161583
606,spot,negative,0.5778889
606,staff,negative,0.6051463
606,access,negative,0.67851526
606,selection,negative,0.64431524
606,ambiance,negative,0.59918463
606,opening,negative,0.6577013
606,projector,negative,0.61957294
606,liter,negative,0.5816805
606,tea,negative,0.6160063
606,supply,negative,0.627325
606,bag,negative,0.6316584
607,room,negative,0.713807
607,05mso,negative,0.78669935
607,segment,negative,0.58459675
607,effect,negative,0.6707272
608,menu,negative,0.9592328
608,receptionist,negative,0.49925587
608,floor,negative,0.9830996
608,facility,negative,0.9853225
608,food,negative,0.95582783
609,area,neutral,0.9590572
609,sunrise,positive,0.9966414
609,food,positive,0.9238725
609,vibe,positive,0.98042893
610,person,negative,0.6744889
610,cabin,negative,0.4468324
610,sauce,negative,0.6911686
610,view,positive,0.7888471
610,area,negative,0.6458328
610,weather,positive,0.72330964
610,piece,negative,0.7935478
610,experience,positive,0.8588501
610,dust,negative,0.7547395
610,bed,positive,0.56368655
612,areaterrace,neutral,0.9079426
615,bathroom,positive,0.5539908
615,thing,positive,0.6235922
615,atmosphere,positive,0.70530164
615,glass,positive,0.6540555
615,impression,positive,0.6417396
615,vehicle,positive,0.6142509
615,idea,positive,0.6387659
615,ravine,positive,0.560146
615,qr,positive,0.6286503
615,altitude,positive,0.7201669
615,place,positive,0.61672115
615,vacation,positive,0.67382145
615,cabin,positive,0.5977674
615,distance,positive,0.64887255
615,plan,positive,0.61498487
615,inn,positive,0.6379254
615,size,positive,0.5405115
615,road,positive,0.6245148
615,visitor,positive,0.6155137
615,air,positive,0.7535481
615,vigilance,positive,0.59243894
615,view,positive,0.65336263
615,type,positive,0.6219079
615,space,positive,0.61434287
615,area,positive,0.617282
615,stayingcation,positive,0.6483151
616,star,positive,0.94799
616,rondo,positive,0.82301253
616,view,positive,0.9907884
616,staff,positive,0.98179203
616,connect,positive,0.74983346
616,projector,neutral,0.8452772
617,side,negative,0.99248236
617,employee,negative,0.9967463
618,view,positive,0.99816424
618,front,neutral,0.82830536
619,fee,neutral,0.8979978
619,accommodation,neutral,0.99393386
619,time,neutral,0.78971916
619,place,positive,0.99561876
620,cabin,positive,0.7921563
620,rondo,positive,0.8442386
620,receptionist,positive,0.98895174
620,lobby,neutral,0.91639346
620,name,positive,0.8616263
620,night,positive,0.97194564
620,experience,positive,0.9860529
621,visitor,negative,0.75740933
621,menu,negative,0.98672915
621,location,positive,0.928792
621,way,negative,0.91457886
621,view,positive,0.94635224
621,room,positive,0.66434914
621,service,negative,0.9949122
622,atmosphere,positive,0.99789494
622,room,positive,0.997288
622,service,positive,0.99108
624,atmosphere,positive,0.9979963
624,view,positive,0.99791664
624,service,positive,0.99812394
625,view,positive,0.99857867
626,banana,positive,0.9976527
626,food,positive,0.98465943
627,escape,positive,0.9886459
627,experience,positive,0.9972639
628,view,positive,0.99775237
628,location,positive,0.9980763
629,atmosphere,positive,0.9739992
629,hotel,positive,0.9463026
629,bit,positive,0.9173581
629,time,positive,0.95048416
629,snack,positive,0.9284711
629,activity,positive,0.9214762
629,bed,negative,0.6798511
630,ambience,positive,0.99827635
631,atmosphere,positive,0.7359625
631,fog,positive,0.36647418
631,area,positive,0.4853977
631,city,positive,0.4949592
631,accommodation,positive,0.5215804
631,kitchen,neutral,0.38315773
631,time,positive,0.5060995
631,facility,positive,0.6896541
631,rain,positive,0.41274095
632,people,negative,0.84392697
632,time,negative,0.86381495
633,thing,positive,0.8093662
633,forest,positive,0.82531995
633,corner,positive,0.7505993
633,kitchen,positive,0.80667907
633,water,positive,0.80627847
633,food,positive,0.8393837
633,terrace,positive,0.8209238
633,cabin,positive,0.82053214
633,world,positive,0.8259426
633,location,positive,0.8143849
633,vibe,positive,0.8749303
633,heater,positive,0.80727214
633,road,positive,0.7945658
633,people,positive,0.81530094
633,view,positive,0.81923777
633,room,positive,0.83153564
633,close,positive,0.82303256
633,meal,positive,0.8331676
633,tree,positive,0.8075851
633,area,positive,0.8048929
633,sheet,positive,0.88756007
634,parent,positive,0.9514528
634,staff,positive,0.96066064
634,suggestion,positive,0.94097364
634,expectation,positive,0.90719056
635,gap,negative,0.9199638
635,child,negative,0.94174004
635,time,negative,0.7960273
635,window,negative,0.9200105
636,concept,positive,0.9969988
636,view,positive,0.9981787
637,room,positive,0.9982838
637,view,positive,0.9978982
637,atmosphere,positive,0.99709463
638,atmosphere,positive,0.9957689
639,view,positive,0.9983039
639,birthday,neutral,0.9656631
640,view,positive,0.9989666
640,place,positive,0.9989177
641,position,positive,0.99846506
641,night,positive,0.80883324
642,drawback,positive,0.7077415
642,season,positive,0.8244047
642,view,positive,0.8671473
642,corn,positive,0.9584807
642,location,positive,0.7814075
642,suggestion,positive,0.85427326
642,room,positive,0.8933507
642,vibe,positive,0.96001905
642,road,negative,0.7057069
642,service,positive,0.9815138
643,place,positive,0.9954893
644,concept,positive,0.98871464
644,view,positive,0.9983242
644,service,positive,0.9982041
645,view,positive,0.9973901
646,experience,positive,0.51293707
646,view,positive,0.9105059
646,tree,positive,0.7434044
646,location,negative,0.74662
646,cup,negative,0.8955055
646,room,negative,0.7789446
646,song,positive,0.5339151
646,time,negative,0.65919304
646,service,negative,0.86599845
646,temperature,negative,0.91203284
647,management,negative,0.94099116
647,cabin,neutral,0.9156972
647,employee,negative,0.98715824
648,bowl,negative,0.5478962
648,pakage,negative,0.50166625
648,rice,negative,0.6210833
648,menu,neutral,0.6687777
648,none,negative,0.74668413
648,staff,negative,0.8011146
648,time,negative,0.551637
648,boat,neutral,0.53991127
648,bbq,negative,0.52786
649,atmosphere,positive,0.9972837
649,view,positive,0.99789894
649,room,positive,0.9970481
649,family,positive,0.9965133
649,time,positive,0.99637693
649,service,positive,0.99672097
649,place,positive,0.9964227
651,nature,positive,0.99502146
651,drink,positive,0.98304117
654,lot,negative,0.7250234
654,date,positive,0.9916101
655,drawback,negative,0.92933214
655,price,negative,0.9944301
656,gem,positive,0.9586644
656,staycation,positive,0.9969957
656,time,positive,0.9344551
656,road,negative,0.9815497
656,place,positive,0.99156255
656,car,positive,0.85094386
657,sensation,positive,0.99619496
657,area,positive,0.99189985
658,ini,positive,0.9622157
658,hour,positive,0.9634448
658,experience,positive,0.97362673
658,wind,positive,0.96614033
658,area,positive,0.96171707
658,room,positive,0.5649834
658,water,positive,0.93095577
658,assistant,positive,0.98484
658,service,positive,0.9880804
658,experince,positive,0.97914964
658,apps,positive,0.98117834
660,staff,negative,0.9811809
661,cabin,negative,0.9505829
661,fog,negative,0.9600249
661,view,positive,0.53012854
661,widi,negative,0.8519827
661,morning,negative,0.9151409
663,bit,positive,0.9966307
663,room,positive,0.9959227
663,ambience,positive,0.9973008
663,place,positive,0.9975101
663,weekend,positive,0.9816109
665,stove,positive,0.5415985
665,mattress,positive,0.7959237
665,prayer,positive,0.6140935
665,money,neutral,0.58023065
666,room,positive,0.99831176
666,view,positive,0.99863774
666,bbq,positive,0.9942908
666,toilet,positive,0.9984805
667,cleanliness,negative,0.9936008
667,room,positive,0.6907983
667,insect,negative,0.9061616
667,door,positive,0.42779922
668,cabin,negative,0.9896937
668,area,negative,0.8834505
668,sum,negative,0.9765376
668,activity,negative,0.98583233
668,cause,negative,0.95360285
670,air,positive,0.99827516
670,view,positive,0.9986003
671,device,neutral,0.84073126
671,view,positive,0.849395
671,room,negative,0.962107
671,staff,negative,0.89188135
671,place,positive,0.5635773
673,cabin,positive,0.8713611
673,access,positive,0.97369844
673,experience,positive,0.9964238
674,view,positive,0.99880207
675,atmosphere,positive,0.9971222
675,view,positive,0.9984341
676,place,positive,0.9983203
678,scenery,positive,0.9978806
679,room,positive,0.9984995
679,service,positive,0.9985197
680,bathroom,positive,0.71852696
680,space,positive,0.79116803
680,shower,positive,0.71572447
680,decoration,positive,0.7574062
680,city,positive,0.76922494
680,shape,positive,0.8562647
680,amenity,positive,0.68712574
680,water,positive,0.7339625
680,surroundings,positive,0.9193946
680,place,positive,0.82941544
680,reception,positive,0.75313866
680,weekend,positive,0.8446578
680,retreat,positive,0.88545763
681,experience,positive,0.99734986
683,good,positive,0.9960322
684,accommodation,positive,0.99862456
684,feel,positive,0.9964743
685,money,negative,0.8439467
687,room,negative,0.88172287
688,view,positive,0.9953105
688,level,negative,0.40508133
688,service,negative,0.9899294
689,view,positive,0.99562776
689,place,positive,0.997378
690,atmosphere,positive,0.997851
690,security,positive,0.99802315
690,technology,positive,0.9959079
690,light,positive,0.9966426
690,room,positive,0.9960024
690,kitchen,neutral,0.92846984
690,service,positive,0.99808145
691,location,positive,0.99498475
691,service,positive,0.99807215
692,place,positive,0.9978257
693,room,negative,0.5483965
693,access,negative,0.99729735
694,lot,negative,0.94556284
694,road,negative,0.9948919
695,tip,positive,0.7284926
695,location,positive,0.5713933
695,place,positive,0.9210366
696,toiletry,negative,0.5506447
696,thing,negative,0.9232299
696,noodle,negative,0.90098304
696,resident,negative,0.9453402
696,menu,negative,0.9697286
696,view,positive,0.76398635
696,advice,negative,0.9155599
696,taste,negative,0.9874571
696,water,negative,0.7911007
696,service,negative,0.9584243
696,place,negative,0.67452
697,thing,negative,0.6362937
697,theme,negative,0.61158407
697,child,negative,0.59675753
697,impression,negative,0.60123944
697,light,negative,0.63703036
697,room,negative,0.49758115
697,family,negative,0.5958853
697,bundle,negative,0.53816515
697,firewood,neutral,0.51484185
697,attraction,negative,0.6781894
697,pant,negative,0.5123766
698,cabin,positive,0.94813627
698,view,positive,0.9436685
698,staff,positive,0.9668236
698,number,positive,0.936034
698,experience,positive,0.9610148
698,heater,positive,0.8967276
699,air,positive,0.99735034
699,view,positive,0.9981627
699,staff,positive,0.99697864
700,air,positive,0.8874582
700,rondo,positive,0.7072656
700,view,positive,0.83079624
700,weather,positive,0.9709147
700,afternoon,positive,0.54421896
700,facility,positive,0.96489424
701,bathroom,positive,0.8286245
701,fee,neutral,0.63603735
701,cabin,neutral,0.6418165
701,concept,neutral,0.5374167
701,luck,neutral,0.5438684
701,room,neutral,0.517234
701,water,positive,0.60092676
701,family,neutral,0.62208444
701,discount,positive,0.6109571
701,facility,positive,0.83474076
701,camping,positive,0.5171433
704,bathroom,positive,0.99485296
704,waterfall,positive,0.9927388
704,library,positive,0.9722172
704,rondo,positive,0.9911772
704,doe,positive,0.99248236
704,vendor,positive,0.9761267
704,view,positive,0.99410844
704,window,positive,0.99189866
704,water,positive,0.98876464
704,kitchen,positive,0.9782572
704,tech,positive,0.9939573
704,staff,positive,0.9943884
704,option,positive,0.9898052
705,transport,positive,0.99494725
705,experience,positive,0.9984546
706,place,positive,0.9971348
707,park,positive,0.6882517
707,view,positive,0.8696868
707,food,positive,0.73568624
707,facility,positive,0.8141175
709,air,positive,0.98109597
710,room,negative,0.8360149
710,journey,negative,0.95714736
711,glass,negative,0.87312347
711,hill,neutral,0.7273026
711,view,positive,0.7217055
711,light,neutral,0.6778784
711,room,neutral,0.77666426
711,booking,positive,0.7618648
712,concept,positive,0.99649966
712,view,positive,0.9986613
712,service,negative,0.8633953
714,experience,positive,0.99843436
715,climate,positive,0.9898887
715,sunrise,positive,0.9478169
716,star,positive,0.9902091
716,location,positive,0.99726945
716,room,positive,0.99652076
716,service,positive,0.9978188
717,place,positive,0.9957912
717,bed,negative,0.90874404
718,place,positive,0.99711335
719,view,positive,0.99790937
719,refreshing,positive,0.9910386
720,service,positive,0.34790593
721,location,positive,0.9949615
721,view,positive,0.9984932
722,waterfall,neutral,0.48393196
722,35k,positive,0.83468145
722,hotel,positive,0.7045858
722,review,positive,0.7819054
722,view,positive,0.9596276
722,wood,neutral,0.5575791
722,staff,positive,0.96708715
722,marshmallow,positive,0.844276
722,stay,positive,0.92636025
723,mattress,negative,0.9966748
723,tv,neutral,0.8228062
724,condition,positive,0.68239045
724,air,positive,0.6955715
724,system,positive,0.8564525
724,concept,positive,0.7792278
724,facility,positive,0.9062184
724,time,positive,0.87915254
724,service,positive,0.98411477
724,child,positive,0.8824375
724,place,positive,0.9293973
724,equipment,positive,0.8826773
725,pillow,positive,0.95081615
725,view,positive,0.9936287
725,cabin,positive,0.9839302
725,experience,positive,0.99476516
726,valley,neutral,0.99629265
726,alternative,neutral,0.98933583
726,room,neutral,0.9941466
727,stall,negative,0.5836998
727,towel,negative,0.47049248
727,blanket,negative,0.40062645
727,waterfall,neutral,0.3629617
727,city,negative,0.5170793
727,cup,negative,0.44104186
727,terrain,positive,0.47952598
727,lot,negative,0.45913604
727,room,negative,0.60653776
727,amenity,negative,0.48796937
727,road,positive,0.42279628
727,ticket,negative,0.38689047
727,place,negative,0.46433842
727,meal,positive,0.41912374
728,hour,positive,0.99057055
728,drawback,positive,0.97530067
728,key,positive,0.9780262
728,rest,positive,0.9937488
728,calm,positive,0.9885859
728,package,positive,0.9774007
729,bathroom,positive,0.44887182
729,group,positive,0.48483968
729,reel,neutral,0.5182366
729,hotel,positive,0.45285302
729,child,positive,0.5707324
729,concept,positive,0.45453495
729,city,positive,0.58332914
729,tool,positive,0.48525444
729,lot,positive,0.51815337
729,year,positive,0.5226387
729,room,positive,0.5245078
729,light,positive,0.57474124
729,time,positive,0.5280464
729,access,positive,0.4962746
729,road,positive,0.5124772
729,place,positive,0.5705672
729,bed,positive,0.48673952
730,atmosphere,positive,0.9981165
730,view,positive,0.9981218
730,blur,neutral,0.96420306
731,atmosphere,negative,0.94584143
731,forest,negative,0.7706712
731,rondo,neutral,0.8833206
731,view,positive,0.99548846
731,regret,positive,0.5448205
731,facility,positive,0.9606865
731,price,positive,0.96218157
732,place,positive,0.99782854
732,technology,positive,0.98488635
734,bathroom,positive,0.95377743
734,location,positive,0.9521759
734,floor,positive,0.976158
734,lot,positive,0.9533586
734,room,positive,0.9289635
734,ambience,positive,0.98944503
734,meal,positive,0.9077436
734,car,positive,0.9616929
735,receptionist,positive,0.9983272
735,service,positive,0.9963181
736,size,negative,0.982408
736,weather,negative,0.9855672
736,room,negative,0.9825309
736,facility,negative,0.9912547
736,price,negative,0.99355197
737,lady,positive,0.99488294
738,receptionist,positive,0.998517
738,guard,positive,0.9976046
738,facility,positive,0.9944965
739,air,negative,0.98651254
739,view,positive,0.9971033
739,location,positive,0.960835
741,thing,positive,0.5127164
741,atmosphere,positive,0.6802181
741,view,positive,0.64922523
741,location,positive,0.50973713
741,area,positive,0.524169
741,room,positive,0.52813715
742,view,positive,0.99859506
742,place,positive,0.9976102
742,staff,positive,0.99785596
742,experience,positive,0.99764144
743,atmosphere,positive,0.99170214
743,place,positive,0.97532594
744,thing,positive,0.9945892
744,waterfall,positive,0.9865025
744,place,positive,0.99793434
745,room,positive,0.9978308
745,view,positive,0.9977082
745,service,positive,0.998555
745,experience,positive,0.9984131
746,window,positive,0.60079056
746,view,positive,0.553979
746,place,negative,0.6700616
746,area,negative,0.8610795
747,experience,positive,0.99825853
748,thing,positive,0.95882076
748,atmosphere,positive,0.96746886
748,experience,positive,0.96889526
748,fog,positive,0.93791926
748,future,positive,0.9619597
748,word,positive,0.96258116
748,review,positive,0.9601983
748,guest,positive,0.95958924
748,management,positive,0.95971006
748,bobocabin,positive,0.9624036
748,connection,positive,0.9640634
748,advice,positive,0.95943624
748,water,positive,0.9596186
748,coffee,positive,0.963596
748,glamping,positive,0.9665773
748,condition,positive,0.9769976
748,service,positive,0.9690048
748,wife,positive,0.96137494
749,piece,positive,0.995815
750,place,positive,0.99774396
751,maintenance,positive,0.7087631
751,grass,negative,0.97054505
751,spot,positive,0.91331726
751,facility,positive,0.9520467
751,temperature,positive,0.98934245
751,place,positive,0.94396627
751,supply,positive,0.808691
752,room,positive,0.9980565
752,view,positive,0.5244757
752,atmosphere,positive,0.9985676
753,sensation,positive,0.8978462
753,eve,positive,0.64385647
753,view,positive,0.92345065
753,tulip,positive,0.7742684
753,water,positive,0.8363482
753,expectation,positive,0.564793
753,price,negative,0.9291675
753,bbq,positive,0.888045
753,rain,negative,0.55549127
755,reschedule,negative,0.99433327
755,date,negative,0.9935736
757,view,positive,0.9983109
757,anisa,positive,0.9898533
757,staff,positive,0.9978587
758,room,positive,0.9457875
758,suggestion,positive,0.7887584
759,atmosphere,positive,0.9035098
759,friend,neutral,0.58155924
759,market,neutral,0.6307632
759,game,neutral,0.7756583
759,bobocabin,positive,0.8869065
759,clothes,neutral,0.5009367
759,tourist,neutral,0.8001204
759,staff,positive,0.8223447
759,weather,negative,0.71774
759,snack,positive,0.70509684
759,advice,neutral,0.4852949
759,ticket,neutral,0.5150781
759,place,positive,0.8776826
760,point,negative,0.9675656
760,price,negative,0.9775059
760,facility,negative,0.9749034
761,quality,positive,0.93557525
763,solution,negative,0.9293848
763,concept,negative,0.68464917
763,resource,negative,0.9777515
763,service,negative,0.7266308
763,food,negative,0.9423706
764,turn,negative,0.9682663
764,review,negative,0.9685517
764,design,negative,0.64562595
764,city,negative,0.9502127
764,water,negative,0.97084564
764,innovation,negative,0.97776216
765,price,negative,0.992155
765,water,negative,0.9300079
765,compensation,negative,0.9757587
766,receptionist,negative,0.8667908
766,kind,negative,0.5438015
766,room,positive,0.6067522
766,staff,negative,0.7816611
766,time,negative,0.5783781
767,parking,negative,0.51494217
767,view,positive,0.9978824
768,atmosphere,positive,0.99679106
771,window,positive,0.9813767
771,season,positive,0.9573441
771,facility,positive,0.9795068
773,ambience,positive,0.9975362
773,experience,positive,0.98578656
774,visitor,positive,0.58058953
774,security,positive,0.8787891
774,rondo,positive,0.6574914
774,view,positive,0.9454555
774,taste,negative,0.6340708
774,experience,positive,0.7613458
774,portion,positive,0.6788075
774,suki,positive,0.80185306
774,tomyum,positive,0.6928443
775,thing,positive,0.83890855
775,star,positive,0.86024386
775,cabin,positive,0.8890624
775,helfpul,negative,0.49344903
775,warung,positive,0.7113956
775,luggage,positive,0.84348774
775,staff,positive,0.8720536
775,display,negative,0.7822047
775,place,positive,0.8822983
775,food,positive,0.8222977
777,bathroom,positive,0.9951337
777,receptionist,positive,0.99706143
777,view,positive,0.99554825
777,city,positive,0.99431795
777,design,positive,0.99645436
777,speaker,positive,0.99112743
777,light,positive,0.9949942
777,staff,positive,0.99553937
777,camping,positive,0.9962304
779,place,positive,0.9983203
780,place,positive,0.9981135
780,scenery,positive,0.9984347
780,quality,positive,0.99807054
781,concept,positive,0.99592763
781,view,positive,0.99796534
782,atmosphere,positive,0.9982791
782,place,positive,0.98887736
782,scenery,positive,0.99311185
783,gem,positive,0.9839274
783,time,positive,0.9872578
784,place,positive,0.99838865
785,view,positive,0.9981542
785,staff,positive,0.9972077
785,technology,positive,0.99777645
785,service,positive,0.9953826
786,view,positive,0.99801326
786,place,positive,0.99834955
787,view,positive,0.998678
788,experiance,positive,0.8986367
789,holiday,positive,0.8937284
789,cabin,positive,0.99123853
789,rondo,positive,0.99038917
789,view,positive,0.9923063
789,window,positive,0.9932114
789,staff,positive,0.99763966
789,experience,positive,0.9978607
789,memakai,positive,0.99680626
790,place,positive,0.9982345
790,experience,positive,0.73605734
791,atmosphere,positive,0.9987293
792,homey,positive,0.9847135
794,room,positive,0.997843
794,place,positive,0.9945052
794,staff,positive,0.9970235
794,service,positive,0.99785596
795,package,positive,0.99703974
795,facility,positive,0.99822074
796,atmosphere,positive,0.9977915
796,place,positive,0.99668616
796,service,positive,0.9981567
799,view,positive,0.9931901
799,instagrammable,positive,0.89240456
800,cabin,neutral,0.60704964
801,time,positive,0.99280727
801,experienceserviceand,positive,0.99728787
802,quality,positive,0.97888696
802,view,positive,0.98851144
802,facility,positive,0.98353934
803,room,positive,0.996347
805,place,positive,0.95985353
805,service,neutral,0.9474675
806,view,positive,0.99860173
806,job,positive,0.9979265
806,service,positive,0.99841714
807,concept,positive,0.9958769
807,view,positive,0.99812144
808,view,positive,0.9987068
808,experience,positive,0.99815243
808,fun,positive,0.99796104
809,view,positive,0.99856395
809,place,positive,0.99714774
810,accommodation,positive,0.99861014
811,place,positive,0.9985417
813,journey,neutral,0.75092393
813,staff,positive,0.99867475
813,service,positive,0.9987301
815,message,positive,0.9950281
815,concept,positive,0.997974
815,nuance,positive,0.99811554
815,time,positive,0.9977186
815,service,positive,0.9984291
816,view,positive,0.9986528
816,room,positive,0.99830353
816,staff,positive,0.9984725
816,expectation,positive,0.9975769
816,experience,positive,0.9981957
816,work,positive,0.9982668
817,view,positive,0.9968111
817,time,positive,0.96955
818,atmosphere,positive,0.99845004
818,experience,positive,0.997021
819,view,positive,0.99639916
820,atmosphere,positive,0.99601316
820,tranquility,positive,0.9930229
820,concept,positive,0.91299856
820,view,positive,0.9889684
820,area,positive,0.9902136
820,city,neutral,0.5504179
820,staff,positive,0.9974854
821,view,positive,0.99758327
821,area,positive,0.9925625
821,city,positive,0.694675
821,experience,positive,0.99552804
822,atmosphere,positive,0.9969463
822,experience,positive,0.9974878
822,view,positive,0.99023306
822,tree,positive,0.9969819
822,feel,positive,0.9948526
823,place,positive,0.9982583
825,facility,positive,0.9976076
825,service,positive,0.9920258
827,experience,positive,0.9972446
828,forest,neutral,0.5057968
828,accommodation,positive,0.9743362
828,staff,positive,0.99734795
829,view,positive,0.9951574
829,calm,positive,0.9940373
829,healing,positive,0.97021085
830,window,positive,0.9982426
830,view,positive,0.99818194
830,cabin,positive,0.99857736
831,place,positive,0.99791485
832,cabin,positive,0.99873585
832,technology,positive,0.99778795
833,landscape,positive,0.998809
833,hospitality,positive,0.998406
833,view,positive,0.99835396
834,air,positive,0.97299916
834,view,positive,0.9940965
834,night,positive,0.9459563
834,experience,positive,0.9861545
834,place,positive,0.9881892
835,season,positive,0.55025643
