name,star,time,Place Id,review_id,reviews
Billy Tan,5.0,2023-07-13 00:00:00,16,1132,"udara mantap, suasana mantap hanya makan saja"
Nunung afnan,5.0,2023-07-13 00:00:00,16,1133,"kesini sempat ke sasar dulu karena kurangnya papan penunjuk jalan. resepsionis ramah, kamarnya di atas capek nanjak tapi terbayar dengan view yang indah. kamarnya unik anak anak suka sekali dengan lampu dan jendela yang bisa di aplikasikan lewat tablet. makan bisa gofood. pengalaman berkesan sekali menginap diantara kebun teh. pagi suara kicau burungnya merdu sekali."
Fauzan Arizke Ryanabil,5.0,2023-07-13 00:00:00,16,1134,"cocok banget buat yang bawa keluarga kecil, buat nyegerin mata dari aktifitas penat di kota."
Aswad Kennedy,5.0,2023-07-13 00:00:00,16,1135,tenang n nyaman
Andrew Bunarto,5.0,2023-07-13 00:00:00,16,1136,"nice view, great room and  available for barbeque"
Cahaya Putri,5.0,2023-07-13 00:00:00,16,1137,"wajib banget mencoba buat yang pengin staycation, experience nya bagus banget.."
Kim Jaehwa,5.0,2023-07-13 00:00:00,16,1138,dari tempat sangat strategis. pelayanannya oke dan service nya keren 🫶🏻 rasanya enggak mau pulang hehehe …
Joni Arifin,4.0,2023-07-13 00:00:00,16,1139,"belum sempat nginep disini sih, cuma kayaknya enak dan nyaman suasananya"
Prita Oktania,5.0,2023-07-13 00:00:00,16,1140,the best view
Zayn Alfatih,1.0,2023-07-13 00:00:00,16,1141,macet parah
Ilham Syahidul Akbar,5.0,2023-07-13 00:00:00,16,1142,"suasana nya dan privasinya baik, pelayanan host nya sangat sigap. hanya kurang dibagian tempat parkir yang agak jauh dan di beberapa titik perlu adanya pemotongan rumput yang sudah agak panjang dan memasuki area pathway"
Muhamad Novel,5.0,2023-07-13 00:00:00,16,1143,"kasurnya keras, tidurnya jadi tidak nyaman"
Handoko Uciha,5.0,2023-07-13 00:00:00,16,1144,"tempatnya sangat nyaman, pemandangan nya bagus banget staff2 nya juga ramah dan sangat membantu 👍"
NAVIRA B,2.0,2023-07-13 00:00:00,16,1145,"love the view and environment, however, room was very small. the shower was put lower (we need to handheld it). the car park is far and at the time we stay, the shuttle car which supposed to pick up the guest is not working so we need to …"
NAVIRA BUDI SATRIANTI,2.0,2023-07-13 00:00:00,16,1146,"love the view and environment, however, room was very small. the shower was put lower (we need to handheld it). the car park is far and at the time we stay, the shuttle car which supposed to pick up the guest is not working. the check ini procedure is complicated that we need to download their app and fill our data ini it. no staff to help orang offer us to bring our luggage. hot water is available, however its only 15l capacity and need to wait 120 min for the next batch. not so inconvenient experience for the price. i get that this is for excerience, but for me it’s not a good one. won’t be reserving another stay here"
Ferdian ade jiwandono,4.0,2023-07-13 00:00:00,16,1147,"datang di penghujung libur lebaran.. ramai sekali dan susah akses parkir nya. beberapa pengalaman yang masih krg puas 1. keset kamar mandi tidak ready di toilet dan baru dikrim jam 21, 2. bantal nya enggak enak banget.. krg ergonomis untuk tidur.. jadi sakit2 semua bangun 3. harga makanan sangat overprice 4. water heater cuman 15lt dan reheating nya 2 jam 5. signal wifi poor  cocok untuk yang penasaran pengalaman tidur di cabin saja"
YERIKO,1.0,2023-07-13 00:00:00,16,1148,"parkiran mobil di gunung mas nya kalo di hari libur sangat-sangat semerawut,mau parkir dan keluar parkir saja harus antri sangat lama."
Fransiska Adi Saputra,5.0,2023-07-13 00:00:00,16,1149,"27-28apr2023 senang banget pas cekin dikasi tau sama receiptionistnya kalo dikasi cabin 31. sebenarnya sudah pernah baca google review dulu sih kalo katanya cabin 31 itu pulang favorit yang dapat view dari kamarnya itu bagus. tapi pas tau kalo cabin 31 itu paling atas sendiriiii hm jalan ke atas nya itu loh wkwkwk lelah banget. kamarnya bagus, cukup bersih, semua fasilitas menyala. untuk kekurangan ada di bagian saluran air nya nih, mampet begitu jadi lama turunnya air/busa sabun-sampo di ruang showernya. selain itu wifi juga susah banget dapat signalnya mungkin karena cabin 31 ada di atas sendiri kali ya. lalu masalah parkian karena parkirannya enggak 1 tempat alias ada disebrang lokasi bobocabinnya, jadi kalo pas cekin bisa sih parkir2-3mobil tapi untuk smntr saja kalo mau yang benar-benar parkir inap di sebrang lokasinya, sudah begitu kemarin pas naro mobil enggak ada yang anter jmpt terus ada jalan setapak nanjak tapi mnrt ku masih kurang layak banget ya karena masih bntuk tanah jadi licin dan gelap begitu(kbtulan kemarin pas malam hari smpenya) staff ramah-ramah semua dan gercep. ohya bagi yang kendaraan roda 4 hati-hati banget ya itu jalan pas masuk ke area bobocabinnya benar-benar pendek tapi terjal karena ada lubang (jalan bukan konblok tapi masih bebatuan begitu) jadi bikin ban mobil rada kayak sdikit susah nanjak dan bumper depan kena bebatuan itu. sudah dikasi input juga kok ke resepsionisnya, tapi katanya memang itu jalan masuk yang berlubang masih di urus juga perizinan pembetulan ke pihak yang berwenang disitu. buat kaka2 yang mau coba glamping ala ala, plis jangan bawa koper wkwkwk karena akan menyulitkan kamuh, karena jalanannya kan menanjak dan ribet kalo pakai koper.  fasilitas kamar: -ada pemanas air -dapat handuk -ada ac -disediain hit electric -kamar mandi dalam (sabun,sampo,sikak gigi-odol,hair dryer, water heater)"
rkarl tsubiantoro,4.0,2023-07-13 00:00:00,16,1150,"puncak pas lewat, gunung mas perkebunan teh, cabin sangat ok. suasana ok, ambiance terasa banget, tenang, healing, ngopi, sambil bersenandung, ok banget lah.lanjot"
Lady Amanda Rosa,5.0,2023-07-13 00:00:00,16,1151,"experience nya seru banget! dan dekat sama jakarta, sangat cocok yang pengin have some short getaway bisa disini! btw ini aku bawa daging, kompor listrik dan peralatan makan sendiri, sebenenernya ada paketan bbq nya juga cuma agak pricey per 250gr paling murah 145k. untuk parkiran ada 2, dibawah dan persis didepan lobby, cuma karena aku naik sedan jadi enggak bisa sampai didepan lobby tapi untungnya bisa diantar pak satpamnya naik motor. very enjoy it 🫶🏻"
Iwan Kriswanto,5.0,2023-07-13 00:00:00,16,1152,alhamdulillaah tempatnya bagus..
Paulus 8930,4.0,2023-07-13 00:00:00,16,1153,sebenarnya oke tapi sayang nya dari parkir mobil ke cabin tempet nginep harus jalan kaki yang akses nya lumayan jauh dan tanah lihat juga becek.. kalau pas ujan makin susah harus pakai payung.. jarak nya lumayan juga karena jalan kaki.. tapi kamar overall ok
Paisley,5.0,2023-07-13 00:00:00,16,1154,"glamping site ini bogor it is about an hour and a half drive from jakarta and taman safari is nearby. it might be better if it comes as a set. the cabin is equipped with wi-di bluetooth and a cooler. you can also have a bbq orang campfire. i don't have a refrigerator, but i asked the staff and they kept it for me. it gets cold at night, so we recommend bringing warm clothes. the staff are also kind and go above and beyond. the price is around 700,000 rupiah, so i recommend it. after buying alcohol, meat, vegetables, etc. ini jakarta is recommended i'll come back later"
Deny Parulian,5.0,2023-07-13 00:00:00,16,1155,tempat menginap yang memberikan pengalaman yang berbeda untuk keluarga.
Aletheia Hardiman,3.0,2023-07-13 00:00:00,16,1156,"the price is overpriced compared to the service provided. it's difficult to get decent food here, even though the price is like hotel price. can't really argue though, because the concept resembles camping experience, but with private toilet and air con. the cabin can get very hot when weather is sunny at noon. waiting time for food, especially breakfast is too long (one hour). and you cannot pre-order. better bring your own food/ ingredients and cooking ware. unless they improve their service speed and availability, i don't really recommend this place."
henricus ananto,5.0,2023-07-13 00:00:00,16,1157,nice to play to heal and clean your mind and body.
Juli ali Irawan,1.0,2023-07-13 00:00:00,16,1158,berharga
Agus Nugroho,5.0,2023-07-13 00:00:00,16,1159,"if you're looking for a place that is quiet and peaceful, i think you should give this place a go. such a beautiful place an experience ini bobocabin. they have friendly staffs that are really helpful. it's a good place to get away from the hectic city life to get a little zen. the food option is not a lot, so my advice it's to order online orang get food from restaurant around the area. i would definitely recommend and come back to this place to recharge."
Sheva Sudra,5.0,2023-07-13 00:00:00,16,1160,"friendly staff, best experience"
Rizka Chandra Damayanti,5.0,2023-07-13 00:00:00,16,1161,selalu puas nginep sini
Oggik Pamukti Sari,5.0,2023-07-13 00:00:00,16,1162,"benar² nyatu sama alam, comfort banget,,"
Ahmad Faisal,5.0,2023-07-13 00:00:00,16,1163,best experience ini outdoor
Lela nesvi,5.0,2023-07-13 00:00:00,16,1164,"kesini sekitar bulan november, lokasi nya sih enggak jauh dari jalan raya dan akses nya juga gampang. kamar bersih dan cukup besar. kita menginap di cabin family yang muat untuk 4 orang. tersedia handuk dan perlengkapan mandi lainnya. ada hairdryer juga loh. tersedia air mineral dan kopi teh juga di kamar. suasana nya nyaman banget dan benar benar bisa buat menenangkan pikiran deh disini. karena memang lokasi belum terlalu ke arah puncak jadi udara nya juga tidak terlalu dingin ya, sejuk lah tapi disetiap cabin tersedia ac kok."
Fandi Yulistian,5.0,2023-07-13 00:00:00,16,1165,i could still sih the city lights from the cabin but it gave me a silent place to relax and think for a while. i would recommend this
Ellysha aryanti,5.0,2023-07-13 00:00:00,16,1166,sesuai dengan harga jika kualitasnya seperti ini
Glad Togar,5.0,2023-07-13 00:00:00,16,1167,berlokasi di kebun teh gunung mas. nyaman untuk rehat sejenak dari keriuhan kota
Jain Sausan,5.0,2023-07-13 00:00:00,16,1168,bagus banget. kesini pas wedding anniv 1 tahun dan sangat recommend. bukan untuk kaum mendang mending ya.  staff helpfull. btw ada fasilitas berbayar yang belum masuk aplikasi tapi kita bisa sewa. saya sewa projector untuk netflix n chill. kalau enggak punya akun netflix bisa pakai akun mereka kok.
Trip.com Member,5.0,2023-07-13 00:00:00,16,1169,"love the cabin, but i got the nearest cabin and not high, but its find"
Muhammad Iqbal Annur (Iqbalannur),4.0,2023-07-13 00:00:00,16,1170,room 26
Chelsyana,5.0,2023-07-13 00:00:00,16,1171,"very recommended!! i'sama using family room  05 february 2023  awalnya sempat khawatir karena baca review terus ada beberapa problem dan kekurangan. deg degan juga karena pertama kali nginep + bawa orang tua + di hari ultah mama.  tadinya baca di review, ada kekurangan soal air hangat mati, parkiran jauh, wifi enggak jalan, ac enggak dingin.  but applause for the bobobox management, semua keluhan itu dijawab!!  cabin 27, ada air hangat, parkiran memang jauh tapi mereka provide jemputan buat barang-barang dan keluarga, wifi kencang bisa netflix and chill, and ofc ac nya dingin :)  untuk makanan memang kalau malam2 sudah pada habis. handuk dapat 4, bantal juga dapat 4, bahkan sikat gigi juga dapat 4  pemandangan bagus, cuaca dingin, sunyi dari suara kendaraan. benar-benar cocok buat healing sekaligus hilang dari penat kota.  highly recommended, yuk coba yuk"
inggie inggie,4.0,2023-07-13 00:00:00,16,1172,"seru cocok buat yang ingin menikmati alam tapi enggak mau sampai level mendaki dan camping tenda. cabin bersih proper fasilitasnya lengkap modern. crew ramah banget. jalan ke lobby agak rawan kalau habis hujan, pastiin kamu pakai sepatu yang enggak licin dan siap kotor ya."
laras libranti,4.0,2023-07-13 00:00:00,16,1173,belum sempat mencoba . penuh terus tempat nya 😂
Ami,5.0,2023-07-13 00:00:00,16,1174,"i’sama having a pleasant stay here. my cabin rests at the top of the area so i got an amazing view during the night and technically all day view. memakai sure to bring some extra sandals for walking around and simply enjoy the beautiful scenery here. the staff also super nice and helpful, definitely will come and visit again.  always close your door because small bugs are everywhere :) of course. it's cabin so expect small area, and the place might not the super extra clean ini every corner but overall good. i still give this 5 considering the overall experience.  the connection not the best trait, the wifi keeps disconnecting. but, hey if you want to be ini nature would be best to skip the phone a bit. (of course for some people this might be difficult so prepare yourself, just need to keep reconnecting and you’re good)"
sukma wijaya,5.0,2023-07-13 00:00:00,16,1175,"nice, cool, cool is the best."
Prasetio Muhibuddin,5.0,2023-07-13 00:00:00,16,1176,tempatnya bagus dan nyaman serta suasana nya sejuk pokoknya enak buat healing ataupun liburan dengan keluarga
Angga Rpw,4.0,2023-07-13 00:00:00,16,1177,"minus kasur keras, banyak rumput ilalang berkesan kurang terurus, tempat parkir jauh, minim petunjuk jalan kelokasi. plusnya all service pegawainya good 👍"
Ricky,5.0,2023-07-13 00:00:00,16,1178,"nice place, cool, clean"
Devina Lie,5.0,2023-07-13 00:00:00,16,1179,"it was a great experience to stay at bobocabin gunung mas. the check ini was very easy and can be done via  bobobox app. my room has tea plantation view. you can change the lamp color ini the room and change the window via the app orang the tab inside the room. i order bonfire, bbq and shabu2, the staffs were very helpful. for feedback it would be nice if the bathroom has exhaust fan and tv ini the room for chilling."
eka pusaka,5.0,2023-07-13 00:00:00,16,1180,"pengalaman glamping sama 2 bocil yang seru, mesti bawa makanan yang banyak"
Firyan Gustan Sylvano,5.0,2023-07-13 00:00:00,16,1181,"seru tempatnya. cocok buat yang sedang cari suasana bernuansa alam, rehat sejenak dari rutinitas. kamar bersih, kamar mandi bersih. area parkir agak dibawah dari lokasi kamar. staff bobocabin ramah"
Mayang Risma habibah,5.0,2023-07-13 00:00:00,16,1182,"bagus, terawat, bersih, tenang dan nyaman."
Reinaldi Yulian,5.0,2023-07-13 00:00:00,16,1183,mantaaab
Amat Nufianto,5.0,2023-07-13 00:00:00,16,1184,view mantap
Ilham Machdum,5.0,2023-07-13 00:00:00,16,1185,"tempat stay paling aesthetic, kenyamanan yang paling utama, semua nya terbaik.. cuma 1 pertanyaan saya, kenapa di bobocabin tidak menyediakan televisi? padahal dengan kenyamanan di atas kasur bakalan lebih perfect sambil netflix an, ya mungkin bobocabin mengutamakan kumpul2 keluarga atau teman, karena di sediakan payung besar untuk barbeque an di bagian depan."
Fikri Ferdiana,5.0,2023-07-13 00:00:00,16,1186,"if you want to camp but you don't want to be bothered with tools and other, orang you want to bring kids here. then this is the best choice.  room is clean, and have wonderful view directly from the bed with very large ""magic"" window. you can order barbeque orang steamboat, then we can grill by ourself outside the room that have seats and big umbrella. this will give you great night experience, and feel the night, even you have to stop until 9pm as it is quite time.  no mosquiote inside and outside, but be careful from leech on your feet. i have beaten one, and memakai some bleeding😅  if you want  the best view, take the top cabin but you have to walk further upstair. the parking area is somehow far from the lobby, so you have to drop everything you need as it will be very tired if you need to take something from your car again from the cabin."
Dedi Pratama,5.0,2023-07-13 00:00:00,16,1187,"pemandangan dari pertama kalo masuk lokasi sudah dijamin bagus, pelayanan bagus, tempatnya juga nyaman banget bikin betah buat staycation"
Veri,5.0,2023-07-13 00:00:00,16,1188,"nice place, friendly staff, definitely i’ll come back here"
Gagat Dwi Prasetyo,5.0,2023-07-13 00:00:00,16,1189,"tempat menginap yang menyenangkan, staff sangat ramah dan security sangat membantu,kamar bersih dan suasana sangat asri. menginap di sini merupakan pengalaman menyenangkan."
dewi andina agusta rachmadani,2.0,2023-07-13 00:00:00,16,1190,"view bagus, untuk healing ok lah ya. tapi untuk harga yang ditentukan termasuk mahal untuk fasilitas yang kurang memadai. saya ambil yang tipe family. wifi buruk mati nyala, untuk ac menurut saya kurang berguna karena udara sudah dingin, mendingan tuker dengan tv. supaya tidak bosan karena tidak ada tv dan wifi ngadet. huft"
Endang Mariyani,5.0,2023-07-13 00:00:00,16,1191,"pengalaman yang menyenangkan menginap di bobocabin, atau di family cabin pilihan terbaik bersama keluarga, kebersihan cabin terjaga baik.staff sangat ramah dan membantu dengan cepat."
BEBEN YULIUS TARIGAN,5.0,2023-07-13 00:00:00,16,1192,cukup lumayan bagus untuk acara kantor dan keluarga
Ricky Zulfandi,5.0,2023-07-13 00:00:00,16,1193,"excellent experience during stay here with family. clean cabin, superb iot with unique smart window, friendly and responsive staff. highly recommend."
Dwi Achmad Nugroho,5.0,2023-07-13 00:00:00,16,1194,"mantap banget deh staffnya ramah, viewnya juga keren top 👍🏿 datang sama pulang ada jemputannya juga dari parkiran mobil ke bobocabinnya aman deh jadinya …"
m l,5.0,2023-07-13 00:00:00,16,1195,"pekan lalu saya mengunjungi bobocabin gunung mas yang berada di kawasan puncak tepatnya di kawasan agrowisata gunung mas, tempat untuk beristirahat yang nyaman, aman, dan bersih, dilengkapi dengan fitur canggih smart window, terdapat juga wifi berkecepatan tinggi, jadi berlibur bisa sambil memonitoring pekerjaan di lapangan, bobocabin ini juga dilengkapi dengan fitur api unggun yang akan memberikan kenyamanan dan kehangatan di tengah sejuknya malam di alam, untuk pelayanan semua staff sangat baik dan ramah."
Muh Reza Abdul Gani,5.0,2023-07-13 00:00:00,16,1196,terima kasih untuk pelayanan yang sangat menyenangkan terima kasih buat staff yang sangat baik khususnya mbak puji yang sangat menjelaskan dengan sangat baik dan penuh senyumm.
Ade Suhendar,5.0,2023-07-13 00:00:00,16,1197,"over all oke semua, tempatnya bersih, view nya bagus banget, fasilitas lengkap dan canggih, nyaman banget enggak pengin pulang, service layanan nya beuh penuh senyum dan ramah banget. tolong dipertahankan ya.. masukkannya untuk tempat umum kalo ada cafe2 atau live music kayaknya makin enjoy deh. thanks banget bobocabin, pasti balik lagi dan rekomen ke teman-teman.."
Dodi Prastiyo,4.0,2023-07-13 00:00:00,16,1198,oke
Naufal Rangga,4.0,2023-07-13 00:00:00,16,1199,"suasana sangat menyatu dengan alam, tetapi kekurangannya jika di siang hari cukup panas di dalan cabin karena kebetulan cabin saya ac nya kurang dingin. overall untuk holiday dengan nuansa alam sangat cocok."
Azwar Hadikusuma,3.0,2023-07-13 00:00:00,16,1200,"nice place to stay and feel the nature breeze. however, despite it is a new camp ground with ""high tech"" cabin to offer, it seems the maintenance is not performed well by looking at the high grass along the pathway, no water dispenser ini the public kitchen as per early review that i got from other and also the wifi signal is poor (frequently disconnected). hope the management can improve this."
Ahmad Rozikin,4.0,2023-07-13 00:00:00,16,1201,"tempat parkir jauh dari penginepan, petugas tidak ada yang menjaga parkiran khusus nya kendaraan roda 4, setelah selesai menginap mau pulang. tiba-tiba ada tukang parkir dan di tagih uang parkir."
A j,5.0,2023-07-13 00:00:00,16,1202,"pertama kali nginep disini,dan pesan lewat aplikasi terus reques kamar paling atas,alhamdulillah dikasih cabin no 10 dengan pemandangan yang sangat nyaman..terus lanjut lagi nginep untuk kedua malam,tapi beda cabin,akhirnya dikasih lah cabin yang paling atas sendiri no 31 dan viwe nya wow"
Sigiet Khalindo,5.0,2023-07-13 00:00:00,16,1203,"tempat yang asik buat staycation with couple,karena room nya minimalis,,tapi kerenz dan canggih beeud room nya,meski enggak bisa memilih cabin nya, recomended cabin no. 2,5,6 & 31(nanjak nya berasaa beeud.)"
Trip.com Member,5.0,2023-07-13 00:00:00,16,1204,"glamping on top of the mountains. the bad thing is that you can't choose which cabin to sleep. the cabin was quite small and intimate, the bed was quite comfortable with a huge window beside it. the consoles beside the bed can be used to …"
chiara.stance 181901013,5.0,2023-07-13 00:00:00,16,1205,"great experience while stay here, i can read some books at mini library, all the staff here are helpful, and i love the mood lamp also the cabin very clean"
Christine Desna,5.0,2023-07-13 00:00:00,16,1206,hotelnya bersih dan nyaman. viewnya cantik banget. staffnya ramah-ramah semua. bakalan datang di liburan selanjutnya
Shinta Agustin,3.0,2023-07-13 00:00:00,16,1207,"saya menginap di cabin 23, kasur kotor banyak rambut, sekitar tempat tidur juga berdebu seperti enggak pernah dirawat atau dibersihkannya ngasal, akhirnya inisiatif lap pakai tissue, ketika hujan air masuk lewat celah pintu dan lantai dalam jadi basah dan tidak disediakan keset dipintu masuk (seharusnya modif canopy di pintu utama agar air hujan enggak masuk ke lantai kamar), juga ada celah dipintu sehingga khawatir ada binatang masuk ke kamar (mungkin kedepannya bisa di kasih bantalan atau semacamnya untuk menutup celah tersebut), saat selepas hujan air masuk lewat celah jendela, tidak ada sandal, tidak dapat sarapan, tidak ada tv. diluar cabin juga banyak sarang laba2 padahal tergolong hotel baru, dengan harga yang menurut saya enggak murah, saya pesan lewat travel agent 2 minggu sebelumnya untuk type terbawah (deluxe) seharga hampir 1,2 juta. seharusnya dengan harga seperti itu bobocabin bisa menjual seenggaknya dari segi kebersihan jadi tamupun semakin nyaman. saat saya menginap, ada orang luar nyasar mungkin masuk kewat perkebunan teh, mungkin bisa diberi keterangan disekitar pinggir2 perbatasan kebun teh bahwa ""bukan tempat atau jalan umum"", juga untuk di gang masuk agar dapat diberikan petunjuk posisi bobocabin karena saya sempat nyasar karn petunjuk hanya ada di sebrang jalan gang masuk. untuk staff dan petugas keamanan helpfull. semoga bisa dijadikan perhatian dan perbaikan kedepannya, karena dengan umur hotel yang belum 1/2 tahun sayang kalau tidak dirawat takutnya ditinggal pelanggan. semoga semakin sukses. terima kasih"
Irene iin,5.0,2023-07-13 00:00:00,16,1208,"best experience to stay here, the staff is very friendly & helpful especially maris, she gave me the best view at cabin 31. the room was clean & comfortable.  i'll definitely would come back again soon"
Corinna Ftriana,5.0,2023-07-13 00:00:00,16,1209,"sangat menyenangkan, staffnyaa sangat ramah ramah. tempatnya sangat nyaman dan bersih pemandangannya sangat memuaskan. cocok menjadi tempat healingg"
Effry Guccy,5.0,2023-07-13 00:00:00,16,1210,enak dan modern
Sekaring Tyas Islamiyati,5.0,2023-07-13 00:00:00,16,1211,"tempatnya bagus banget, aksesnya mudah, aman, dalam kawasan gunung mas, pelayanan bagus, view dan kualitas ruangannya mantab banget."
Nur Aliah Machdani,5.0,2023-07-13 00:00:00,16,1212,"enak banget,, pas datang ujann menambah syahdu. bersih pula lingkungannya. pelayanan oke, sayangnya belum ada payung buat halaman cabin"
정현남,5.0,2023-07-13 00:00:00,16,1213,rindu alami..sangat bagus alami
Ulland Piu,5.0,2023-07-13 00:00:00,16,1214,"untuk lokasi mudah di cari, staff baik ramah, kamar hmm lumayan lega sih.. hanya kalo dapat di bagian cabin bawah viewnya kurang bagus.."
tjandra wiejaya,1.0,2023-07-13 00:00:00,16,1215,"overrated overprice kamar kecil banget, parkir jauh jelek bayar, curtain kamar mandi bikin mandi gelap2an jendela enggak bisa dibuka kasur keras smart window cuma fancy saja sudah siang silau banyak ilalang n rumput liar enggak ditrim"
anugrah ayu,5.0,2023-07-13 00:00:00,16,1216,"sempat nyasar ke rumah warga,karena papan petunjuk enggak jelas"
Kiky A,5.0,2023-07-13 00:00:00,16,1217,saya baru pulang nginep di bobocabin. ada beberapa kekurangan dan kelebihan  kekurangan: -jauh dari jalan raya jadi kalo ngeteng naik umum bingung akses ke dalam kawasan gunung mas nya - enggak bisa pilih cabin tapi alhamdulillah kemarin saya dapat cabin yang super bagus viewnya di cabin 31 paling atas dan cabin 19 adem dan viewnya langsung kebun teh -admin call center di aplikasi slow respon jadi berapa kali galon habis di dapur umum - harga makanan lumayan mahal  kelebihan - kawasan nya adem dan enggak terlalu bising - bangunannya aestetik banget buat foto-foto - cabin nya bersih dan lengkap sudah disediain peralatan mandi - viewnya dari cabin kece banget dong apalagi cabin no 31 juaraaa😍 - ada teras nya bisa buat santai2 sama keluarga - penerangan cukup jadi enggak seram saat malam - petugasnya ramah enak nanya2 langsung
Fazrin CS,5.0,2023-07-13 00:00:00,16,1218,"pelayanan baik & ramah, tempat bobo siang terbaik dipuncak, kamar bersih & modern, cuma hati-hati dengan tawon liar"
Haditya Syafei S,3.0,2023-07-13 00:00:00,16,1219,"pengalaman baru menikmati alam dari kamar dengan bukaan jendela besar, sensasinya seperti camping namun dengan fasilitas seperti di hotel ⭐ stafnya semua sangat ramah mulai dari front liner, helper crew sampai dengan security, semua sangat ramah.  beberapa masukan untuk kedepan: 1. disediakan shuttle dari parkiran menuju loby. 2. biaya parkir agar di include dengan biaya menginap, supaya bisa bebas keluar masuk tanpa bayar lagi, fyi tarif parkir 10rb. 3. dikamar tidak ada sandal dan pilihan minuman hanya ada teh tidak ada kopi. 4. agar dapat disediakan ventilasi/exhaust di kamar mandi."
Nikko Tjandra,5.0,2023-07-13 00:00:00,16,1220,"great place for ""healing"" and having quality times with your family orang spouse."
Hemas Tantri Rahayu,4.0,2023-07-13 00:00:00,16,1221,mending ini daripada alinson sunset hill. jauh lebih mending bobocabin kemana2
derry handoko,5.0,2023-07-13 00:00:00,16,1222,minus tv sama sandal sih. over all oke sumpah. cuma sayang enggak bisa pilih kamar saja. wajib balik lagi kesini dan pesan yang agak gede type family.
wira ahmad,5.0,2023-07-13 00:00:00,16,1223,"tempatnya pas banget buat didatangi sama pacar, istri, atau keluarga, bersih, pemandangannya bagus, makanannya enak2, pelayanan ramah, recommended deh"
Iqbal,5.0,2023-07-13 00:00:00,16,1224,"this so amazing place, good idea to staycation, and they have a good service."
DMC,5.0,2023-07-13 00:00:00,16,1225,"my family and i are having good a quality time here. don't be surprised by the parking lot that is a bit far from the lobby, because it will be worth your rest time. please prepare your energy to go up and down a lil' bit through stairs, just take your time and walk slowly, control your breath rhythm and all will just be fine. if you like to take pictures, you will get many great green views. if you don't, just stay and lay down inside your cabin and that's okay! there is only one thing. they should provide us with a cloth orang mop to wipe and clean our tables during rainy days. hope you're having a good time staying with your loved ones! i suggest you stay for a minimum of two nights so that you will have time to walk and stroll around, relaxing your mind on the tea plantation areas more."
Aryan Khana,4.0,2023-07-13 00:00:00,16,1226,"pokoknya seru, pemandangan nya pun indah dan nyaman."
Mimi789,2.0,2023-07-13 00:00:00,16,1227,pelayananya sih baik untuk viewny ok bagus tapi untuk kamarny kurang bersih saya awal masuk lntainy kotor jadi saya pel sendiri lagi. dan sprei kasurny entah di ganti apa tidak malam saya n anak saya badan gatal2 n bersin2. pulang dari situ anak saya langsung pada pilek. bagi yang bawa anak lbi baik bawa sprei dari rumah sendiri karena punya hotelny wrna coklat jadi kotor pun tidak kelihatan.air panasny juga cuma cukup untuk dua kali mandi sudah enggak panas lagi padahal tangki nya gede begitu. terus kalo mau ke parkiran jauh banget
Ailsa Fathir Humaira,4.0,2023-07-13 00:00:00,16,1228,"tempatnya bagus dan unik. bersih, nyaman, dan seperti di bobobox pod petugasnya ramah banget. kamar mandi di dalam, ada water heaternya juga jadi enggak takut kedinginan kalau malam dan pagi.  tersedia sharing kitchen, ada microwave buat hangatkan makanan. alat makan tersedia tinggal meminta saja sama petugasnya.  oh iya, pemilihan cabinnya random, enggak bisa pilih. banyak berdoa saja semoga dapat cabin yang best view.  bisa grill atau steambot juga, walaupun agak sedikit pricey tapi tetap oke karena kalo isiannya kurang kita bisa prepare bawa tambahan buat grill/steambotnya. kalau dari rumah pakai sepatu, pastikan bawa sandal jepit karena enggak disediakan sandal, agak sayang saja sih karena di bobobox pod itu selalu disediakan sandal tapi disini belum tersedia."
AFurqon Gozali,5.0,2023-07-13 00:00:00,16,1229,"tempat nya nyaman , cocok banget buat ajak keluarga ."
Refky R,5.0,2023-07-13 00:00:00,16,1230,great experience for someone who want to enjoy and stay ini the nature with super cozy and modern tech room. the ambiance was really great. the staffs are so friendly and helpful. everything just so great that memakai me want to go back there again. really great place and worth to the money you spend.
Davis Tjandra,5.0,2023-07-13 00:00:00,16,1231,perfect place for your staycation!
muhamad ismala,4.0,2023-07-13 00:00:00,16,1232,need more facilities for kids
Aji Putra,5.0,2023-07-13 00:00:00,16,1233,"cocok buat yang mau healing, disekitarnya ada kebun teh bisa sekaligus buat foto-foto, untuk masuknya dikenakan biaya sebesar 30rb untuk mobil"
Mr DN,3.0,2023-07-13 00:00:00,16,1234,"sebelumya saya kasih bintang 1 karena kecewa kondisi jalan jelek banget sampai mau jatuh, terimakasih sudah diperbaiki jalanya walau belum di aspal.. pelayanan juga sudah mulai ramah. kalo sudah bagus nanti saya kasih bintang 5"
Hans Tedja,1.0,2023-07-13 00:00:00,16,1235,"tiket masuk  kawasan begini mas 15 ribu/ orang belum termasuk kendaraan, kalau 150x5 orang=750. tiba di lobby kamar full, pengunjung balik arah tanpa dapat apa-apa lenyak tiket masuk😀 …"
Rachmad Bagus,5.0,2023-07-13 00:00:00,16,1236,"i stayed at bobocabin gunung mas.  with a very good experience, the place is clean, cool and beautiful.  when you are here it feels so good."
WPE LIVE,2.0,2023-07-13 00:00:00,16,1237,"kamar bagus, kamar mandi bau. parkirnya bayar tukang parkirnya meminta 10rb hadeh"
