name,star,time,Place Id,review_id,reviews,final_text
syamsul saragi,5.0,2024-01-14 00:00:00,20,259,lokasi mantap,great location
Izabella Lubis,5.0,2024-01-14 00:00:00,20,260,"kalo cuma punya waktu singkat buat healing sejenak, disini sangat cocok, masih di kota manado, kurang dari 20 menit dari pusat kota. rekomendasi",if you only have a short time to heal for a while here is perfect still in the city of manado le than 20 minute from the city center recommendation
timothy,5.0,2024-01-14 00:00:00,20,261,the scenery was great can be seen the mt.klabat and manado tua island also it was near to manado city area,the scenery wa great can be seen the mtklabat and manado tua island also it wa near to manado city area
Aldino Martha Widjaya,5.0,2024-07-11 11:00:00,12,262,untuk harga memang hampir setara hotel mewah.tapi disini lebih memberikan experience yang berbeda untuk anak-anak.staff disini sangat amat helpful dan gercep2...keren....suasana hutan yang dingin ditemani oleh api unggun dan bbq.anak-anak happy …,for the price it is almost equivalent to a luxury hotel but here it provides a different experience for child the staff here are very helpful and fast cool the cool forest atmosphere is accompanied by a campfire and bbq the child are happy
Kincir Angin,5.0,2024-07-10 00:00:00,12,263,pengalaman berlibur bersama keluarga yang menarik. suasana dingin dan fasilitas memadai juga pelayanan yang ramah.,an interesting holiday experience with family cool atmosphere and adequate facility a well a friendly service
rere cat's,3.0,2024-07-10 00:00:00,12,264,menikmati suasana alam  sejuk,enjoy the cool atmosphere
Intan Candra,4.0,2024-07-07 00:00:00,12,265,sangat menyenangkan,very pleasant
Lea Anggraini,4.0,2024-07-06 00:00:00,12,266,ke cikole lembang gegara mau ke tempat kakak sudah di jalan baru tau kalo kakak sedang ke jogja jadilah kita bermalam seketemunya tempat. coba nginap di bobocabin cikole ternyata harus pesan tempat lewat aplikasi mereka bobobox..  langsung download di tempat. untuk kamar standar harga termasuk agak mahal kita dapat harga 945.0 kamar mandinya sharing dan belum termasuk  fasilitas sarapan. pas scroling tiktok ternyata banyak penawaran lebih murah dengan link yang mereka bagikan bisa juga lewat traveloka.. e,to cikole lembang gegara want to go to sister place already on the road i know if sister is going to jogja so we will spend the night a soon a we find a place try to stay at bobocabin cikole it turn out that you have to order a place through their application bobobox directly download it on the spot for the standard room the price is quite expensive we get the price of 94500 the bathroom is shared and breakfast facility are not included when scrolling tiktok it turn out that there are many cheaper offer with the link they share can also go through traveloka e
Agus Riyanto,4.0,2024-07-05 00:00:00,12,267,"tempatnya sangat asri, cuma sedikit suara kendaraan.",the place is very beautiful only a little sound of vehicle
Ade Rustandi Rustandi,5.0,2024-07-05 00:00:00,12,268,suasana nya sejuk dan nyaman,the atmosphere is cool and comfortable
VYB,5.0,2024-06-28 00:00:00,12,269,menginap di tengah hutan dengan aman dan nyaman,stay in the middle of the forest safely and comfortably
Dion WaldrofIndonesia,4.0,2024-06-21 00:00:00,12,270,"pelayanannya baik dari team parkir yang sigap tindakannya juga membantu saya yang kadang parkirnya kurang rapi🙏. kamar bersih, sarapan juga enak simpel, hanya saja menu santap makan malamnya western menurut saya. karena kami tidak konsumsi daging merah, saya pikir ada menu nasi goreng kampung😅. itu saja sih masukan dari saya. oh iya internet kuenceng aduhai.  sengaja inap kesini berangkat pagi biar tak terlalu macet karena hari libur. jadi bisa langsung ke orchid dulu masih cukup sepi dan bisa menunggu di warung kopi dan parkir rada lenggang. jam 11an keatas jangan harap sepi🤣 . tempat asik buat baca buku, yoga didepan cabin, atau jogging keliling sekitar cabin aduh treknya seru untuk kakiku❤️  puas liburan di bobocabin cikole ini ohiya saya harap pengunjung dan pengelola sama-sama menjaga kebersihan lingkungan sekitar ya agar alam terjaga pepepohonan juga tanah🌻🌾❤️ jangan mentang-mentang pengunjung bayar suka seenaknya buang sampah sembarangan💔 mari budayakan tertib dan disiplin 🌻",the service wa good from the parking team who were quick in their action and also helped me who sometimes parked le neatly the room are clean the breakfast is also delicious and simple it just that the dinner menu is western in my opinion because we dont consume red meat i think there is a village fried rice menu thats all my input oh yeah the internet is freaking awesome i deliberately stayed here and left early so there wasnt too much traffic jam because it wa a holiday so you can go straight to orchid first it still quite quiet and you can wait at the coffee shop and the parking is a bit free 11am and above dont expect it to be quiet cool place to read a book do yoga in front of the cabin or jog around the cabin oh what a fun track for my foot im satisfied with my holiday at bobocabin cikole oh yes i hope visitor and manager both keep the surrounding environment clean so that nature is protected tree and land dont be fooled by the fact that paying visitor like to throw rubbish carelessly let cultivate order and discipline
Dessy Eka Purnama,3.0,2024-06-21 00:00:00,12,271,"pemandangan alamnya cukup bagus dan beberapa cabin juga tersusun dengan rapi serta estetik. sentuhan teknologi di cabin menambah suasana nyaman stay di cabin. sayangnya, transport shuttlenya masih sangat amat terbatas sehingga waktu tunggu customer ke cabin memakan waktu yang cukup lama. tolong diperbanyak lagi ya. makanan paginya juga agak kurang fresh dan kurang variatif, mungkin bisa dicoba tambahkan menu lain. saya tidak menyarankan untuk stay disini saat holiday season karena harganya menjadi overpriceeeee banget.. 👀",the natural scenery is quite nice and some cabin are also neatly arranged and aesthetic the touch of technology in the cabin add to the comfortable atmosphere of staying in the cabin unfortunately the shuttle transportation is still very limited so that the waiting time for customer to the cabin take quite a long time please increase it again the breakfast is also a bit le fresh and le varied maybe you can try adding another menu i do not recommend staying here during the holiday season because the price is really overpriced
Ryan Iskandar,5.0,2024-06-21 00:00:00,12,272,"i booked 4 deluxe cabins for one night, which included a bathroom and breakfast (unlike the standard cabins that lack a bathroom). one word: magical! staying ini a cabin surrounded by pine trees is a must-di once ini a lifetime. especially during dusk near sunset, the foggy weather and foresty smell memakai you feel like you're ini another world. the clear air can get as cool as 19°sih ini the evening. there's no tv ini the room, but it's perfect for finding peace away from city life. food options are limited (frozen food and bbq), but you can order from gofood, grabfood, and shopeefood, with the staff delivering it to your room.  feedback for management: improve the buffet breakfast quality.  tips: - avoid the rainy season to fully enjoy and explore the area. - cabin 31 is slightly bigger tahan the others, so choose it if booking a deluxe cabin. - book directly through their app and ini advance. we paid 890,000 idr nett for a deluxe cabin with breakfast, which usually costs 1 million++.",i booked 4 deluxe cabin for one night which included a bathroom and breakfast unlike the standard cabin that lack a bathroom one word magical staying ini a cabin surrounded by pine tree is a mustdi once ini a lifetime especially during dusk near sunset the foggy weather and foresty smell memakai you feel like youre ini another world the clear air can get a cool a 19°sih ini the evening there no tv ini the room but it perfect for finding peace away from city life food option are limited frozen food and bbq but you can order from gofood grabfood and shopeefood with the staff delivering it to your room feedback for management improve the buffet breakfast quality tip avoid the rainy season to fully enjoy and explore the area cabin 31 is slightly bigger tahan the others so choose it if booking a deluxe cabin book directly through their app and ini advance we paid 890000 idr nett for a deluxe cabin with breakfast which usually cost 1 million
era eraiga,2.0,2024-06-14 00:00:00,12,273,"saya datang check ini di suruh ujan2 an dan semua lagsung pada sakit, pergi healing malah pulang sakit. blacklist bobocabin scam",i came to check this because i wa told by ujan2 and everyone wa sick went to healing and even came home sick blacklist bobocabin scam
HAN HAN SUBHAN SAFARI,5.0,2024-06-14 00:00:00,12,274,"sejuk,pelayanan ramah,bersih,ada kolam air hangat.",cool friendly service clean there is a hot water pool
Red Eight,5.0,2024-06-12 00:00:00,12,275,tempatnya adem enak buat healing dari sumpeknya jakarta. sedikit masukan mungkin bisa ditambahkan westafel untuk di kamar yang tanpa kamar mandi agar memudahkan apabila ada keperluan di malam hari,the place is cool and nice for healing from the stuffiness of jakarta a little suggestion maybe you can add a wash basin to the room without a bathroom to make it easier if you need something at night
Pendaki Branded,5.0,2024-06-12 00:00:00,12,276,pindah bobo enak disini saja,move and sleep well here
Yuma Maulana,5.0,2024-06-12 00:00:00,12,277,"the atmosphere of staycation is amazing, choose the one with hottub even more fun",the atmosphere of staycation is amazing choose the one with hottub even more fun
Axel Raharja,5.0,2024-06-12 00:00:00,12,278,"such a great experience to have one night stay here. the place is quite unique, you'll be like stay ini the small cabin ini the middle of pine forest. although the location is far from bandung city but it's worth the time. the environment is peaceful and the air is cool, especially on the nighttime. if you plan to stay here, i recommend to book via bobobox app for easier check ini process. don't forget they have 3 types of cabin, better to avoid standard cabin as it doesn't have bathroom inside, so you'll need to walk to the shared bathroom and it would be quite troublesome when it rains.",such a great experience to have one night stay here the place is quite unique youll be like stay ini the small cabin ini the middle of pine forest although the location is far from bandung city but it worth the time the environment is peaceful and the air is cool especially on the nighttime if you plan to stay here i recommend to book via bobobox app for easier check ini process dont forget they have 3 type of cabin better to avoid standard cabin a it doesnt have bathroom inside so youll need to walk to the shared bathroom and it would be quite troublesome when it rain
Tsabit Lefi,5.0,2024-06-12 00:00:00,12,279,"staycation disini super duper tenang, sunyi dan nyaman. cocok banget buat kalian yang mau healing ini. dinginnya juga sejuk, paginya sangat rindang",staycation here is super duper calm quiet and comfortable this is really suitable for those of you who want healing the cold is also cool the morning is very shady
Sarah Fira,5.0,2024-06-12 00:00:00,12,280,calming & relax. terpenting : bisa go food🦭,calming relax terpenting bisa go food
Chloe Mc,5.0,2024-06-12 00:00:00,12,281,"tempatnya dinginnnn.ac saja kalah dingin nya cuma ya enggak ada tv ,cabin yang sudah 1 juta ++ masih kecil loh .hmm sarapan juga biasa saja.cuma nikmati kaca blur terang hahaha.masuk bayar lagi 15 ribu per orang harga di luar kamar ya.kudu dikaji ulang ya",the place is coldnnn just the ac is le cold only there is no tv the cabin that is already 1 million is still small hmm the breakfast is also normal just enjoy the bright blur glass hahaha enter and pay another 15 thousand per person the price outside the room yes must be reexamined yes
Farida Fathoniah,5.0,2024-06-12 00:00:00,12,282,"kali kedua nginep di bobocabin bandung; pertama di ranca upas, kedua di cikole. saya pribadi lebih suka yang cikole. lebih terasa asri dan sejuk.  jalan menuju lokasi termasuk aman dan enggak banyak obstacle buat mobil. parkirannya pun luas. ada semacam mobil ""shuttle"" yang bentuknya mirip trail, yang bisa accommodate pengunjung dari parkiran ke lobby.  saya menginap di cabin deluxe untuk 2 orang. termasuk yang nyaman karena kamar mandinya di dalam dan luasnya cukup untuk solat 1 orang. surprisingly cabin saya tidak lembab sama sekali; area tidur dan kamar mandi pun bersih.  untuk cabin yang tanpa kamar mandi, letaknya lebih ke atas mendekati front office, tidak jauh dengan kamar mandi.  staff nya sangat helpful, mulai dari security di parkiran sampai yang di area cabin. saya memesan bonfire sekitar jam 9 dan dibantu menyalakan apinya.  untuk sarapan, lokasinya di lobby/front office mulai jam 7. tempatnya open space dengan jumlah meja+kursi yang terbatas. saran saya bangun agak pagi supaya bisa dapat meja dan kursi yang nyaman dan tidak kesulitan makan tanpa meja. menu sarapan standar nasi goreng, mie goreng, lauk pauk seperti ayam kecap, sunny side up egg, buah, infused water dan jus. menurut saya semua makanannya cukup enak; terasa ""niat"" masak dan memberi bumbu, tidak hambar sama sekali.",second time staying at bobocabin bandung first in ranca upas second in cikole personally i prefer cikole it feel more natural and cool the road to the location is safe and there are not many obstacle for car the parking lot is also spacious there is a kind of shuttle car that look like a trail which can accommodate visitor from the parking lot to the lobby i stayed in a deluxe cabin for 2 people it is comfortable because the bathroom is inside and is big enough for 1 person to pray surprisingly my cabin wa not damp at all the sleeping area and bathroom were clean for the cabin without a bathroom it is located higher up near the front office not far from the bathroom the staff is very helpful starting from the security in the parking lot to the one in the cabin area i ordered a bonfire around 9 and wa helped to light the fire for breakfast the location is in the lobbyfront office starting at 7 the place is open space with a limited number of table chair my suggestion is to wake up a bit early so you can get a comfortable table and chair and not have difficulty eating without a table standard breakfast menu of fried rice fried noodle side dish such a soy sauce chicken sunny side up egg fruit infused water and juice i think all the food is quite delicious it feel like the intention of cooking and seasoning not bland at all
Mutiara Ayu F,3.0,2024-06-12 00:00:00,12,283,"lokasi dan pemandangannya bagus. service staffnya juga cekatan. namun sayang cabin dan jacoozi nya sendiri terlihat low maintenance. tidak worth it untuk harga yang terbilang lumayan. banyak serangga di area jacoozi sama cabinnya. kurang sirkulasi udara juga di dalam cabin. air jacoozinya kurang bersih dan areanya tidak tertutup, pengunjung yang lain dapat melihat ke arah jacoozi, bikin tidak nyaman jika ingin berendam.",the location and view are great the service staff are also agile but unfortunately the cabin and jacuzzi itself look low maintenance not worth it for the fairly high price there are many insect in the jacuzzi area and the cabin there is also poor air circulation in the cabin the jacuzzi water is not clean and the area is not closed other visitor can see towards the jacuzzi making it uncomfortable if you want to soak
ALDO ARDIANSYAH,5.0,2024-06-12 00:00:00,12,284,"pengalaman yang menarik seputar info : tiket masuk 15k/orang (ini wisata) , motor 5k semua pelayanan sangat bagus",interesting experience regarding info entrance ticket 15kperson this is a tourist attraction motorbike 5k all service are very good
Sulaeman Santoso,5.0,2024-06-12 00:00:00,12,285,tips : if you're not accustomed to cold weather bring extra insulation. this glamping place is run professionally with clean shared bathroom ( altough there only one for each gender). the place is beautiful the cabin is ok. altough there are signs of slight off maintenance. my biggest gripe is that it is located near grafika cikole which is a place with a lot of noise. so noisy that it is heard here. so if you wanna avoid that memakai sure to book on low season,tip if youre not accustomed to cold weather bring extra insulation this glamping place is run professionally with clean shared bathroom altough there only one for each gender the place is beautiful the cabin is ok altough there are sign of slight off maintenance my biggest gripe is that it is located near grafika cikole which is a place with a lot of noise so noisy that it is heard here so if you wanna avoid that memakai sure to book on low season
Retno Astuti,5.0,2024-06-12 00:00:00,12,286,"tempat bagus,, cabin bersih. admin slowrespon sekali tapi security sigap untuk membantu proses cek ini dan membantu antar barang sampai depan cabin. ada playground yang bagus dengan perlu pengawasan orgtua",nice place clean cabin admin is very slow to respond but security is alert to help with the checkin process and help deliver item to the front of the cabin there is a nice playground but requires parental supervision
iif ifni bayhaqi,5.0,2024-06-12 00:00:00,12,287,super tenang super dingin,super calm super cool
Irna Khadijah,3.0,2024-06-12 00:00:00,12,288,"cocok untuk ibu yang membawa bayi, dan short trip sore bisa ke cikole bisa naik bus shuttlenya htm 40rb (untuk 2 orang). paginya bisa lihat rusa kalau kuat untuk medaki ke atas green grassnya, namun kurang cocok untuk long trip karena makannya yang biasa saja  namun pelayanannya cukup lama request handuk baru dari malam baru diantar paginya, menu makanannya juga hanya instan lebih senang makan di luar area resto, saat breakfast disediakan lilin karena banyak lalat di meja (mungkin ke depannya bisa diantisipasi lalat2nya)",suitable for mother who bring baby and short afternoon trip can go to cikole you can take the shuttle bus the entrance fee is 40 thousand for 2 people in the morning you can see deer if you are strong enough to climb to the green grass but it is not suitable for long trip because the food is ordinary but the service is quite slow requesting new towel from the night before being delivered in the morning the food menu is also only instant it is better to eat outside the restaurant area candle are provided for breakfast because there are many fly on the table maybe in the future the fly can be anticipated
YUNITA SARI,5.0,2024-06-12 00:00:00,12,289,"ada banyak alasan kenapa memilih bobo di cikole, 🚩 karena suka suasana pohon pinus 🚩 karena sekitarnya banyak tempat wisata 🚩 ada hot jacuzzi nya  itu sih utama nya, 🚩 sarapan nya simple set tapi pas dilidah👌 🚩 sangking betah, yang niatnya mau nyambi keliling sekitaran, sampai gajadi wkwk 🚩 aku pesan makan malam nasi merk fiesta begitu, (nasi rendang, nasi goreng, nasi ayam geprek) bisa diantar ke kamar cuy  enggak usah kemana mana pokoknya tenang saja dibobocabin tersedia makanan, minuman, sampai snack +  semoga tetap terjaga pelayanannya, kebersihanya,  *note buat kalian yang gasuka alam, please lah jangan komen banyak semut! ada lintah! banyak lebah! atau serangga lain, come on kalian memang lagi dialam 😅 enggak usah nginep ditempat beginian kalo enggak mau ketemu serangga wkwk",there are many reason why you choose bobo in cikole because you like the atmosphere of pine tree because there are many tourist spot around there is a hot jacuzzi thats the main thing the breakfast is simple set but fit your tongue it homey the intention is to enjoy the surroundings until gajadi wkwkwk i ordered a fiesta brand rice dinner like this rendang rice fried rice chicken fried rice can be delivered to the cuy room no need to go anywhere a long a it calm there are food drink even snack hopefully the service will remain awake the cleanliness note for those of you who love nature please dont comment on a lot of ant there are leech many bee or other insect come on you guy are in nature dont stay in this place if you dont want to meet insect wkwk
Sanristia,5.0,2024-05-13 00:00:00,12,290,"kamar nya bersih,,pelayanan nya pun cepat..",the room is clean the service is fast
Mohamad Fadil Wicaksono,5.0,2024-05-13 00:00:00,12,291,"pengalaman nginep di tengah hutan yang menyenangkan. tapi saran saya check ini jangan siang, karena enggak ada ac dan kabin nya jadi panas luar biasa kayak oven",a pleasant experience staying in the middle of the forest but my suggestion is not to check this during the day because there is no air conditioning and the cabin is incredibly hot like an oven
Isma Nurlatipah,4.0,2024-05-13 00:00:00,12,292,"puas banget nginep disini, suami bilang enggak menyesal bayar mahal tapi dapat kamar bagus, pemandangan bagus, nyaman, sejuk, pelayanan ramah🫶🏻 worthed banget pokoknya enggak menyesal malah mau kesini lagi kalo ada rezeki lagi hhihi jadi punya waktu romantis berdua sama suami😍😍",im very satisfied staying here my husband said i dont regret paying a lot but i got a nice room nice view comfortable cool friendly service it really worth it i dont regret it i even want to come here again if i have more money lol so i can have a romantic time together with my husband
Trip.com Member,4.1,2024-05-13 00:00:00,12,293,lumayan bagus,pretty good
Lombardiole Flash,4.0,2024-05-13 00:00:00,12,294,enggak ada sarana enternatainer.enggak ada tv wifi nya pun kembang kempis.tutup selalu pintu karena banyak lintah dan binatang lain.kenyamana kebersihan baik.petugas baik.makanannya sedih banget,there are no entertainment facility there is no tv and the wifi is also inconsistent always close the door because there are lot of leech and other animal the comfort and cleanliness are good the staff are good the food is really sad
DENKA,4.0,2024-05-13 00:00:00,12,295,tidak menginap di bobo cabin. tapi di green grass nya. minus nya kok sekarang banyak banget lalat ya? lihat di kendaraan banyak yang di hinggapi lalat. untuk dingin nya sudah dpat 18c di malam hari.  nyamann,didnt stay at bobo cabin but at green grass the downside is why are there so many fly now look at the vehicle lot of fly are perching on them for the cold it can get to 18c at night comfortable
Jepry,5.0,2024-04-13 00:00:00,12,296,tempatnya dingin dan sejuk.suasana hutan pinus dengan fasilitas lengkap,the place is cool and fresh pine forest atmosphere with complete facility
Yulius,4.0,2024-04-13 00:00:00,12,297,"lokasinya bagus tapi harus berhati-hati dengan tangga ada batu krikil yang bisa licin ketika turun, service cukup cepat, untuk kamar ini cukup mengecewakan karena kebersihannya tidak dijaga, dari jendela hingga sudut kamar yang sangat kotor, didepan halaman juga banyak bekas-bekas sampah, yang seharusnya bisa dibersihkan dan kalau bisa berikan tanda untuk jangan buang sembarangan didepan kamar",the location is good but you have to be careful with the stair there are gravel stone which can be slippery when going down the service is quite fast this room is quite disappointing because the cleanliness is not maintained from the window to the corner of the room it is very dirty in front of the yard there are also lot of trace of rubbish which should be cleaned and if possible give a sign not to throw it carelessly in front of the room
Kristina Tambunan,2.0,2024-04-13 00:00:00,12,298,jujur ini tempatnya bagus secara lokasi tapi bukan cabinnya. didalam kabin atau kamar gue nemui lalat dan ruangan bau apek. apakah sebelum guest cabin masuk enggak di cek dulu? kecewa gue enggak rekomendasi kalau qualitas cabin kurang memuaskan. sarapan pagi gue sangat kecewa karena soto yang disajikan basi. apa enggak ada pengecekan sama sekali? masa tqmu dikasi makan soto basi. gue enggak rekomendasikan buat teman-teman yang mau kesini. sebelum qualitas diperbaiki,to be honest this place is good in term of location but not the cabin in the cabin or room i found fly and the room smelled musty is it checked before entering the guest cabin im disappointed that i dont recommend if the quality of the cabin is le than satisfactory my breakfast wa very disappointed because the soto served wa stale is there no checking at all time tqmu wa told to eat stale soup i do not recommend it to friend who want to come here before the quality is improved
Rani Rdm,5.0,2024-04-13 00:00:00,12,299,"sudah 2 kali kesini pesan tipe cabin deluxe hot tub ,, anak-anak senang sekali 🥰 viewnya bagus , udaranya segar banget 🥰. menu sahur juga enak 👍🏻 💕 tonton review lengkapnya di youtube ricky farici ya 🥰🙏🏻",ive been here twice ordered the deluxe hot tub cabin type the kid are very happy the view is great the air is very fresh the sahur menu is also delicious watch the full review on ricky faricis youtube
Grace Purna,5.0,2024-04-13 00:00:00,12,300,"bakal balik lagi kesini. experience cabin with hot tub nya bikin ketagihan  serangga2 ada lah dikit tapi yang banyak itu lalat ;( lebah gede juga ada kalo siang hiks. lalatnya malempun ada tapi enggak sebanyak pagi siang  kalo siang enggak enak banget di dalam cabin, panas. mendung keluar cabin, lebih adem. kalo malam sih oke kok.  kebersihan, 🫰👍.  air untuk mandinya mengalir kecil ya, tapi bisa dimaklumi biar orang enggak pakai boros2. it's ok  untuk sarapannya lumayan mengenyangkan.  kalo kesini bawa makanan kucing ya untuk pecinta kucing. saya ketemu 4 kucing disini..  kalo enggak suka kucing tolong diusir saja jangan ditendang2.. mereka juga makhluk hidup",will come back here again the cabin experience with the hot tub is addicting there are a few insect but the most numerous are the fly big bee are also there when the day is hot the fly are there even at night but not a much a in the morning when the day is not very good in the cabin it is hot it is cloudy outside the cabin it cool it okay the water for the bath is small but it ok for the cat lover cat here if you dont like cat please kick them out dont kick them they are also living creature
Titi nurhuda,5.0,2024-04-13 00:00:00,12,301,"pasti akan kembali lagi kesini, experience menginap di hutan pinus yang sangat amazingg",will definitely come back here again the experience of staying in a pine forest is very amazing
Tky Zuzuzu,4.0,2024-03-14 00:00:00,12,302,"the ambience and concept are really cool. bagus banget view dan udaranya. tapi sirkulasi udara di cabin sesak banget dan panas karena enggak ada ac, exhaust juga enggak. kalo malam kan gkbisa buka pintu atau jendela juga. semoga bisa improve lagi ya.",the ambience and concept are really cool very nice view and air but the air circulation in the cabin is very tight and hot because there is no ac no exhaust either at night you cant even open the door or window i hope i can improve again
Gavin Mark Starkey,4.0,2024-03-14 00:00:00,12,303,"loved the experience. i gave 4 stars for the room because of a few minor issues. there was no circulation ini the room at all unless we kept the bathroom door open. bluetooth kept cutting ini and out. the door could not close unless we lifted the awning above it. i brought it to the attention of the jacuzzi guy, but nothing was done. the jacuzzi was not private, and there were young families around that kept on staring at us. we had an amazing time. the place is very romantic, but be warned that there are early morning activities at the adventure ground close by. i will definitely try another bobocabin.",loved the experience i gave 4 star for the room because of a few minor issue there wa no circulation ini the room at all unless we kept the bathroom door open bluetooth kept cutting ini and out the door could not close unless we lifted the awning above it i brought it to the attention of the jacuzzi guy but nothing wa done the jacuzzi wa not private and there were young family around that kept on staring at u we had an amazing time the place is very romantic but be warned that there are early morning activity at the adventure ground close by i will definitely try another bobocabin
Julius Christanto,5.0,2024-03-14 00:00:00,12,304,"tempatnya private meski area terbuka, tempanya aman, ada cctv, nyaman, bisa bbqan",the place is private even though it is an open area the place is safe there is cctv it is comfortable you can have a bbq
rima susanti,5.0,2024-03-14 00:00:00,12,305,bagus,good
Hartini rama Setiani,3.0,2024-03-14 00:00:00,12,306,"kamarnya panas enggak ada ac,.. pesan bbq mahalnya doang dagingnya enggak enak dan enggak disediaan lengkap alat2nya, bete deh kebanyakan dibuang,. suamiku kapok",the room is hot there is no ac i ordered expensive bbq but the meat is not tasty and the equipment is not complete im annoyed because most of it is thrown away my husband is fed up
Pes Mobile,1.0,2024-03-14 00:00:00,12,307,cabin deluxe nomor 20 :  - di samping kasur banyak remahan makanan yang tidak di bersihkan - kamar berdebu dan banyak bercak hitam di atap dan lantai - jendela super jorok tidak di bersihkan - lampu taman dari room 18 sampai 26 mati sangat gelap dan tidak ada usaha untuk perbaikan  intinya sangat kecewa dengan kamar yang kami dapatkan dan sangat buruk 👎🏽,deluxe cabin number 20 next to the mattress there are lot of food crumb that havent been cleaned the room is dusty and lot of black spot on the roof and floor the window are super dirty and havent been cleaned the garden light from room 18 to 26 are off it very dark and no effort ha been made to the bottom line repair wa very disappointed with the room we got and it wa very bad
John,1.0,2024-03-14 00:00:00,12,308,"this places is located ini very beautiful places. but there are few area need to be improve. sama writing this with full sincere so the hotel management can improve the quality of the facility.  1. once we arrive at the arrival, the security charge us with entrance fee that 150 per people for perhutani fee. this actually need to include by the hotel booking fee. only small money but made us felt like this is very low class facility like need to charge for the entrance fee. hotel management need to communicate with perhutani side to handle the small amount of entrance fee and not to burden to the guest. high class facility need to include this all fee. entrance fee, toilet fee, parking fee. this all is the basic fee that made different within the high class facility with pasar malm facility (you know what i mean right?)  2. the facility of toilet need to improve because the toilet is smelly and there are no toilet inside the basic bedroom. so everybody need to using the public toilet. the toilet also not enough. gents only have 2 toilet and one places for bath. this really insufficient for that scale of facility.  3. the breakfast is too simple for the price we pay. the room price is 4 star hotel room price. but breakfast is like the 1 star hotel breakfast. they even not care for the guess request. we came ini group of 8 people and we are vegetarian. we request for simple breakfast for us. hotel management not even care for that. we said even you prepare bread with jam also that is really enough for us. but hotel people not even care. hotel management need to more care about the different type of meals of people. because it located ini jungle, nobody selling food nearby. and our high room prices already included with breakfast. hotel management can stock some cup noodles for vegetarian people. orang prepare some bread with jam. that all are cheap prices food but can made customer more convenient and happy.  4. the bedroom is smelly, and towel also. inside room there are no places to hang the towel.  5. staff of the hotel not enough. we ordered the firewood. but waiting more tahan 30 minute the wood still not come. then finally we cancelled it.",this place is located ini very beautiful place but there are few area need to be improve sama writing this with full sincere so the hotel management can improve the quality of the facility 1 once we arrive at the arrival the security charge u with entrance fee that 150 per people for perhutani fee this actually need to include by the hotel booking fee only small money but made u felt like this is very low class facility like need to charge for the entrance fee hotel management need to communicate with perhutani side to handle the small amount of entrance fee and not to burden to the guest high class facility need to include this all fee entrance fee toilet fee parking fee this all is the basic fee that made different within the high class facility with pasar malm facility you know what i mean right 2 the facility of toilet need to improve because the toilet is smelly and there are no toilet inside the basic bedroom so everybody need to using the public toilet the toilet also not enough gent only have 2 toilet and one place for bath this really insufficient for that scale of facility 3 the breakfast is too simple for the price we pay the room price is 4 star hotel room price but breakfast is like the 1 star hotel breakfast they even not care for the guess request we came ini group of 8 people and we are vegetarian we request for simple breakfast for u hotel management not even care for that we said even you prepare bread with jam also that is really enough for u but hotel people not even care hotel management need to more care about the different type of meal of people because it located ini jungle nobody selling food nearby and our high room price already included with breakfast hotel management can stock some cup noodle for vegetarian people orang prepare some bread with jam that all are cheap price food but can made customer more convenient and happy 4 the bedroom is smelly and towel also inside room there are no place to hang the towel 5 staff of the hotel not enough we ordered the firewood but waiting more tahan 30 minute the wood still not come then finally we cancelled it
Amanda Lie,4.0,2024-03-14 00:00:00,12,309,"sebenar nya tempat nya ok, pengalaman tidur di tengah hutan, cuma apa yang didapat memang tidak seindah vidiio di tiktok, over all over price sih dengan fasilitas yang ada,  kamar bau, pelayanan ramah tapi lambat, wc terbatas, dan untuk masuk ada bayar untuk perhutani yang sebaik nya sudah include dalam book hotel, mungkin ke depan nya bisa diperbaiki, dan sebagai masukan bisa mempertimbangkan untuk menyediakan makanan vegetarian friendly (buat yang kamar include breakfast).",actually the place is okay the experience of sleeping in the middle of the forest but what you get is not a beautiful a the video on tiktok overall overpriced with the facility available the room smell the service is friendly but slow the toilet are limited and to enter there is a fee for the forestry which should be included in the hotel book maybe in the future it can be improved and a input you can consider providing vegetarian friendly food for room that include breakfast
